term,id,loan_amnt,home_ownership,emp_length,annual_inc,loan_status,purpose,dti,revol_util,total_rec_late_fee,grade
 36 months,571796,6000,MORTGAGE,2,49000,Fully Paid,home_improvement,21.11,37%,0,A
 36 months,571753,10000,RENT,4,90000,Fully Paid,credit_card,5.95,62%,0,A
 36 months,570344,3000,RENT,4,23500,Fully Paid,moving,19.35,59.80%,0,B
 36 months,571944,7500,RENT,5,30000,Fully Paid,debt_consolidation,13.48,72.50%,0,B
 36 months,571930,2500,MORTGAGE,1,18000,Fully Paid,major_purchase,24.07,47.90%,0,B
 36 months,571933,4000,MORTGAGE,3,170000,Fully Paid,vacation,4.31,77.20%,0,A
 36 months,571925,2000,OWN,n/a,12000,Charged Off,other,15.8,34.30%,0,A
 36 months,571103,6900,RENT,2,39000,Fully Paid,other,3.42,97%,0,B
 36 months,571785,8500,MORTGAGE,6,45996,Fully Paid,debt_consolidation,24.55,82.10%,0,B
 36 months,571525,6400,RENT,4,50000,Fully Paid,other,6.53,96.90%,0,B
 36 months,567062,4000,MORTGAGE,7,70000,Fully Paid,small_business,13.17,10.80%,0,A
 60 months,571874,8000,RENT,8,152004,Charged Off,other,16.92,16.20%,0,A
 36 months,570270,7500,RENT,5,30028.8,Fully Paid,debt_consolidation,13.35,35.80%,0,A
 36 months,571861,25000,MORTGAGE,10,180000,Fully Paid,credit_card,12,69.80%,0,B
 36 months,571728,20000,MORTGAGE,3,95000,Fully Paid,wedding,16.67,37.70%,0,B
 36 months,571845,3000,RENT,2,15840,Fully Paid,moving,7.73,78.20%,0,A
 36 months,571840,4000,MORTGAGE,1,95000,Fully Paid,moving,8.72,68.50%,0,A
 36 months,562972,5000,MORTGAGE,2,45500,Fully Paid,home_improvement,14.98,27.40%,0,B
 60 months,568725,20000,MORTGAGE,2,52000,Fully Paid,home_improvement,21.72,59.80%,0,B
 36 months,571832,12000,RENT,4,30000,Charged Off,debt_consolidation,1.27,47.30%,41.58476833,B
 36 months,571823,25000,RENT,2,74872,Fully Paid,debt_consolidation,13.66,94.20%,0,B
 60 months,571768,19000,MORTGAGE,10,94020,Charged Off,car,1.75,24.70%,0,A
 60 months,571802,20000,MORTGAGE,10,76800,Fully Paid,home_improvement,10.33,7.20%,0,B
 60 months,567294,19750,MORTGAGE,10,48000,Fully Paid,debt_consolidation,23.52,67.50%,0,A
 36 months,571780,25000,MORTGAGE,10,75689,Fully Paid,debt_consolidation,10.05,64%,0,A
 60 months,569905,9000,MORTGAGE,2,56100,Fully Paid,debt_consolidation,14.7,75.30%,0,B
 60 months,570336,25000,MORTGAGE,9,190000,Fully Paid,debt_consolidation,8.65,79.10%,0,B
 60 months,571715,5600,MORTGAGE,10,35000,Fully Paid,debt_consolidation,6.65,46%,0,B
 60 months,571706,7200,MORTGAGE,10,41000,Fully Paid,educational,18.53,9%,0,A
 36 months,571653,10000,MORTGAGE,5,60000,Charged Off,debt_consolidation,15.24,74%,0,B
 36 months,570864,7000,MORTGAGE,2,23500,Fully Paid,home_improvement,13.02,27.90%,0,A
 36 months,569623,6000,MORTGAGE,8,56004,Fully Paid,other,4.2,88%,0,A
 60 months,571642,25000,RENT,10,49600,Charged Off,debt_consolidation,9.48,91.10%,0,B
 60 months,559328,15000,RENT,4,42000,Fully Paid,debt_consolidation,13.49,61.10%,0,B
 60 months,571603,12000,RENT,10,1.00E+05,Charged Off,debt_consolidation,2.63,25.50%,0,B
 36 months,571577,17500,MORTGAGE,6,92300,Fully Paid,debt_consolidation,20.06,75.30%,0,B
 36 months,571579,3600,RENT,1,42000,Fully Paid,credit_card,11.97,39.20%,0,B
 60 months,566738,4000,RENT,3,18000,Fully Paid,debt_consolidation,23.13,93.40%,0,B
 36 months,571566,16000,MORTGAGE,10,59000,Fully Paid,debt_consolidation,22.58,68.70%,27.33000001,B
 36 months,571420,4900,MORTGAGE,2,80000,Fully Paid,home_improvement,8.38,25.70%,0,A
 60 months,570991,24250,MORTGAGE,7,105996,Fully Paid,small_business,12.52,42.40%,0,B
 36 months,571542,6000,MORTGAGE,10,90000,Fully Paid,credit_card,6.76,29.20%,0,A
 60 months,571522,8000,RENT,6,48333,Fully Paid,other,20.88,54.10%,0,B
 60 months,568340,15000,RENT,10,164000,Fully Paid,debt_consolidation,5.75,82.50%,0,A
 36 months,571515,13000,RENT,1,67500,Fully Paid,debt_consolidation,5.96,66.50%,0,B
 60 months,571508,25000,RENT,10,65000,Fully Paid,small_business,19.94,62.80%,0,B
 60 months,569731,15000,RENT,7,150000,Fully Paid,debt_consolidation,8.06,71.10%,0,B
 60 months,571483,7500,MORTGAGE,7,110000,Fully Paid,debt_consolidation,21.87,66.20%,0,B
 36 months,571473,8000,RENT,2,60000,Fully Paid,debt_consolidation,10.82,82.40%,0,B
 36 months,571226,8500,RENT,1,40000,Fully Paid,debt_consolidation,18,45.50%,0,B
 60 months,571461,25000,MORTGAGE,10,75000,Fully Paid,debt_consolidation,16.62,45.70%,0,A
 60 months,570300,5000,MORTGAGE,1,25000,Charged Off,small_business,19.78,39.30%,14.85230769,A
 60 months,571416,14500,RENT,10,45500,Fully Paid,debt_consolidation,24.98,68.60%,0,A
 36 months,571441,9000,RENT,7,155000,Charged Off,debt_consolidation,5.34,0%,15.8770027,B
 60 months,571433,6000,RENT,10,76373.68,Fully Paid,debt_consolidation,10.89,94%,0,B
 36 months,571409,1700,RENT,3,18000,Fully Paid,credit_card,8.27,71.60%,0,A
 36 months,571396,6000,MORTGAGE,3,30000,Fully Paid,debt_consolidation,20.08,15.80%,0,B
 36 months,571352,3000,RENT,3,52000,Fully Paid,moving,15.05,32.30%,0,A
 36 months,571347,10000,MORTGAGE,1,85000,Fully Paid,debt_consolidation,10.45,23.50%,0,A
 60 months,568070,18000,RENT,8,129996,Fully Paid,debt_consolidation,12.06,0.60%,0,B
 36 months,571271,3000,RENT,10,45000,Charged Off,debt_consolidation,16.51,48%,44.88091268,B
 36 months,571285,8400,RENT,2,67000,Fully Paid,credit_card,7.97,24.50%,0,B
 60 months,570657,18000,MORTGAGE,10,99996,Fully Paid,debt_consolidation,17.1,53.30%,0,B
 36 months,570124,1600,RENT,1,28150,Fully Paid,car,13.64,10.80%,0,A
 36 months,571268,4000,RENT,1,19200,Fully Paid,debt_consolidation,3.06,23.50%,0,B
 36 months,571260,3000,RENT,10,58800,Fully Paid,debt_consolidation,9.22,64.50%,0,A
 60 months,571258,24000,MORTGAGE,3,233000,Fully Paid,small_business,12.72,74.90%,0,B
 36 months,571227,5000,OWN,2,40000,Fully Paid,debt_consolidation,2.22,0.50%,0,A
 36 months,571241,12000,RENT,5,140000,Fully Paid,credit_card,6.98,75.10%,0,A
 60 months,567593,20800,RENT,3,42660,Fully Paid,other,5.63,66.20%,0,B
 36 months,571208,4500,RENT,2,18000,Fully Paid,debt_consolidation,9.2,48.40%,0,A
 36 months,571087,6000,MORTGAGE,10,89849,Fully Paid,debt_consolidation,18.22,84.80%,0,B
 60 months,571077,16000,MORTGAGE,9,66000,Charged Off,debt_consolidation,16.66,74.40%,0,B
 36 months,571066,12000,RENT,2,80000,Fully Paid,home_improvement,6.63,67.70%,0,B
 36 months,571063,7000,RENT,1,54000,Fully Paid,moving,16.89,19.90%,0,B
 36 months,571052,6000,RENT,5,74970,Fully Paid,moving,2.74,16.40%,0,A
 60 months,569847,21000,MORTGAGE,10,102000,Fully Paid,debt_consolidation,14.73,64.20%,0,B
 36 months,571012,7800,RENT,3,45000,Fully Paid,debt_consolidation,7.32,23.70%,0,A
 36 months,569678,25000,RENT,5,80000,Fully Paid,debt_consolidation,14.55,83.80%,0,B
 60 months,570738,12000,RENT,2,35000,Fully Paid,debt_consolidation,20.06,94.10%,0,B
 36 months,570889,8000,MORTGAGE,2,29160,Fully Paid,debt_consolidation,4.4,18%,0,A
 36 months,570951,3500,MORTGAGE,10,71000,Fully Paid,home_improvement,11.41,56.70%,0,A
 36 months,570930,1000,RENT,5,22296,Fully Paid,moving,3.93,89.50%,0,B
 60 months,570927,13750,RENT,10,38000,Fully Paid,debt_consolidation,18.14,80.80%,0,B
 36 months,570867,7500,RENT,10,30000,Charged Off,major_purchase,3.12,12.10%,0,A
 36 months,570897,7000,MORTGAGE,4,160000,Fully Paid,home_improvement,13.7,47.90%,0,B
 36 months,569735,12250,RENT,4,35196,Fully Paid,debt_consolidation,23.08,57.10%,0,B
 36 months,570462,20000,RENT,1,65004,Charged Off,debt_consolidation,6.15,59.90%,0,B
 36 months,570056,16000,RENT,3,61000,Fully Paid,credit_card,8.71,37.90%,0,B
 36 months,570819,2100,RENT,6,51996,Fully Paid,major_purchase,23.49,59.40%,0,B
 36 months,570836,2500,OWN,4,24000,Fully Paid,debt_consolidation,5.8,18.90%,0,B
 36 months,570811,14000,RENT,7,60000,Fully Paid,debt_consolidation,15.34,59.20%,0,A
 36 months,570170,9900,RENT,3,61200,Fully Paid,credit_card,10.49,98.70%,0,B
 36 months,485037,3000,RENT,8,47500,Fully Paid,debt_consolidation,9.3,31.10%,0,A
 36 months,570764,9500,OWN,7,34800,Fully Paid,debt_consolidation,24.62,28.70%,0,A
 60 months,570756,22000,RENT,10,65000,Fully Paid,debt_consolidation,16.5,21.20%,0,A
 36 months,570718,15000,OWN,10,109000,Fully Paid,credit_card,9.69,49.30%,0,B
 36 months,570712,3200,RENT,5,43200,Fully Paid,debt_consolidation,22.39,48.50%,15,B
 60 months,570623,4800,RENT,1,25200,Fully Paid,car,14.05,72.50%,29.99999994,B
 36 months,570656,7200,OWN,3,37000,Fully Paid,debt_consolidation,9.21,53.50%,0,B
 36 months,570660,7000,RENT,10,64600,Fully Paid,debt_consolidation,15.47,29%,0,A
 36 months,570653,25000,MORTGAGE,5,97700,Fully Paid,debt_consolidation,14.95,40.40%,0,A
 60 months,570654,2000,RENT,10,45000,Fully Paid,other,24.32,63.50%,0,B
 36 months,552557,5500,RENT,10,50000,Fully Paid,debt_consolidation,21.4,26.70%,0,A
 36 months,570625,3000,RENT,10,150000,Fully Paid,debt_consolidation,23.04,93.90%,0,A
 36 months,493268,15000,MORTGAGE,8,80000,Fully Paid,credit_card,18.11,27.30%,0,A
 36 months,570595,8000,RENT,2,65000,Fully Paid,debt_consolidation,6.85,43.60%,0,B
 36 months,570571,6250,OWN,4,14400,Charged Off,debt_consolidation,8.92,75.40%,14.96597912,B
 60 months,569252,12000,RENT,10,54996,Fully Paid,debt_consolidation,16.91,60.90%,0,B
 36 months,570582,6000,MORTGAGE,2,85000,Fully Paid,vacation,2.09,9.30%,0,A
 36 months,570580,3600,MORTGAGE,5,87550,Fully Paid,debt_consolidation,11.76,45.70%,0,A
 36 months,570463,3000,RENT,2,39000,Charged Off,credit_card,15.88,33.30%,14.9813878,A
 36 months,565803,3250,RENT,1,18000,Fully Paid,debt_consolidation,21.67,76.50%,0,B
 60 months,566833,6500,RENT,1,23400,Charged Off,debt_consolidation,12.77,59.60%,0,A
 60 months,506251,10000,RENT,2,96000,Fully Paid,credit_card,13.25,89.90%,0,B
 60 months,570488,6000,MORTGAGE,2,112224,Fully Paid,credit_card,10.45,34.89%,0,B
 60 months,570482,10000,OWN,2,52000,Charged Off,debt_consolidation,17.77,42.30%,0,A
 36 months,568275,7000,MORTGAGE,10,54257,Charged Off,debt_consolidation,16.15,81.60%,0,B
 36 months,570407,2400,MORTGAGE,n/a,16656,Charged Off,home_improvement,11.1,99%,0,B
 36 months,564237,14500,RENT,4,35000,Fully Paid,credit_card,20.5,70.10%,0,B
 60 months,570329,7925,MORTGAGE,10,115800,Fully Paid,home_improvement,20.64,51.30%,0,B
 36 months,570299,7700,MORTGAGE,6,75000,Fully Paid,debt_consolidation,11.01,55%,0,B
 36 months,570341,5000,RENT,1,24000,Fully Paid,debt_consolidation,13.85,58.90%,0,A
 60 months,570333,25000,MORTGAGE,3,124000,Charged Off,debt_consolidation,9.41,64.50%,0,B
 36 months,570326,8800,RENT,n/a,80000,Fully Paid,major_purchase,15.06,65.90%,0,A
 36 months,570330,10000,MORTGAGE,5,142000,Fully Paid,small_business,7.75,38.80%,0,A
 60 months,570293,15000,MORTGAGE,1,60000,Fully Paid,debt_consolidation,6.08,36.60%,0,A
 36 months,570266,4500,MORTGAGE,10,54196,Fully Paid,credit_card,14.57,35.20%,0,A
 36 months,570275,9000,RENT,1,55000,Fully Paid,debt_consolidation,19.68,20.40%,0,A
 60 months,570265,13750,MORTGAGE,1,46800,Fully Paid,debt_consolidation,22.33,70.90%,0,B
 60 months,569877,10000,RENT,1,45500,Fully Paid,debt_consolidation,9.52,43.40%,0,A
 36 months,570215,4000,RENT,1,52000,Fully Paid,moving,11.15,29.40%,0,A
 60 months,570180,2000,MORTGAGE,8,71328,Fully Paid,car,4.76,8.70%,0,A
 60 months,570182,8000,MORTGAGE,1,95000,Fully Paid,debt_consolidation,9.2,36.50%,0,B
 36 months,570175,1000,OWN,6,40000,Fully Paid,major_purchase,8.82,57.20%,0,A
 36 months,570149,4000,RENT,10,48000,Charged Off,vacation,3.98,46.80%,0,A
 60 months,570116,12000,MORTGAGE,10,68000,Fully Paid,medical,12.46,19.50%,0,B
 36 months,570102,13750,MORTGAGE,10,38644,Charged Off,home_improvement,18.6,73.80%,0,B
 36 months,569542,12250,OWN,7,28800,Fully Paid,debt_consolidation,20.75,40.90%,0,A
 60 months,569876,14400,MORTGAGE,6,56000,Fully Paid,debt_consolidation,4.54,1.60%,30.56999989,A
 36 months,570090,14000,RENT,1,1.00E+05,Fully Paid,credit_card,13.65,59%,0,B
 36 months,569928,3000,RENT,1,25200,Fully Paid,other,16.14,75.10%,0,B
 36 months,570057,5000,OWN,3,41718,Fully Paid,credit_card,3.88,16.60%,0,A
 36 months,570032,4800,RENT,2,75000,Charged Off,other,19.94,90.50%,0,B
 36 months,569982,1500,RENT,1,21216,Fully Paid,other,12.67,50.10%,0,A
 36 months,569960,15000,MORTGAGE,5,150000,Fully Paid,credit_card,19.5,77.90%,0,A
 60 months,569897,13750,MORTGAGE,2,56000,Fully Paid,home_improvement,13.59,68.50%,0,B
 36 months,569861,3000,RENT,1,70000,Fully Paid,other,0.57,32.80%,0,B
 36 months,569816,5000,RENT,4,45600,Fully Paid,major_purchase,20.58,86.40%,0,B
 36 months,542847,15000,MORTGAGE,1,125004,Fully Paid,home_improvement,0.53,2.80%,0,A
 36 months,569751,6500,MORTGAGE,4,115000,Fully Paid,debt_consolidation,16.77,73.80%,0,B
 36 months,569734,15000,MORTGAGE,3,159000,Fully Paid,home_improvement,12.53,73.80%,0,A
 60 months,567621,10000,RENT,7,72000,Fully Paid,house,3.9,21.60%,0,B
 36 months,569550,18000,MORTGAGE,4,96500,Fully Paid,debt_consolidation,9.33,19.60%,0,A
 60 months,568927,24000,RENT,4,67000,Charged Off,debt_consolidation,7.86,70.40%,0,B
 36 months,569663,8000,OWN,3,52000,Charged Off,home_improvement,9.6,53.80%,0,B
 60 months,567088,9600,RENT,1,30000,Fully Paid,debt_consolidation,15.72,60.10%,0,B
 36 months,568504,9000,RENT,2,55000,Fully Paid,credit_card,13.81,78.30%,0,B
 60 months,544339,10000,MORTGAGE,6,48000,Fully Paid,home_improvement,2.15,7.20%,0,A
 60 months,558201,7200,RENT,1,50000,Fully Paid,credit_card,9.38,90%,0,B
 60 months,556169,11500,RENT,1,37000,Fully Paid,credit_card,17.77,92.70%,0,B
 60 months,569480,5600,MORTGAGE,3,30912,Fully Paid,major_purchase,7.57,35.20%,14.99999998,A
 60 months,569597,15250,RENT,10,40000,Fully Paid,debt_consolidation,24.66,0%,0,A
 36 months,569568,4600,RENT,10,60000,Fully Paid,car,10.38,20.80%,0,A
 60 months,569592,14400,RENT,8,39000,Fully Paid,debt_consolidation,21.2,57.80%,0,A
 36 months,569576,9200,RENT,1,66000,Fully Paid,debt_consolidation,10.09,51.70%,0,A
 36 months,569581,5000,OWN,n/a,22584,Fully Paid,debt_consolidation,9.56,16%,0,A
 60 months,569535,17600,MORTGAGE,3,72000,Fully Paid,debt_consolidation,17.67,95.50%,0,B
 36 months,568971,7750,RENT,2,33000,Fully Paid,debt_consolidation,24.65,98.80%,0,B
 36 months,569498,25000,MORTGAGE,8,118000,Fully Paid,credit_card,20.21,62.10%,0,A
 36 months,569486,4000,RENT,4,72000,Fully Paid,credit_card,20.08,55.20%,0,A
 60 months,565660,15000,MORTGAGE,5,123000,Fully Paid,debt_consolidation,7.48,82.30%,0,B
 36 months,569461,3000,MORTGAGE,1,129600,Fully Paid,debt_consolidation,13.77,71.40%,0,A
 36 months,569379,7750,RENT,3,41558,Fully Paid,debt_consolidation,21.02,88.30%,0,B
 36 months,569438,8000,RENT,3,28000,Fully Paid,house,13.41,39.40%,0,A
 36 months,569402,20000,MORTGAGE,4,150000,Fully Paid,car,0.16,0.90%,0,A
 36 months,569294,25000,RENT,2,135000,Fully Paid,debt_consolidation,8.75,91.20%,0,B
 60 months,569318,4000,OWN,5,15000,Charged Off,debt_consolidation,3.68,31.80%,0,B
 36 months,569223,5900,RENT,5,30000,Fully Paid,car,22.99,8.30%,0,A
 36 months,569200,13000,MORTGAGE,1,126400,Fully Paid,debt_consolidation,11.72,68.90%,0,A
 36 months,569182,4800,RENT,1,32000,Fully Paid,debt_consolidation,19.95,30.30%,0,A
 60 months,569190,10000,MORTGAGE,1,52000,Charged Off,debt_consolidation,12.53,51.70%,0,B
 36 months,569188,6400,MORTGAGE,4,67000,Fully Paid,home_improvement,16.16,46.70%,0,B
 36 months,569162,12500,RENT,1,150000,Fully Paid,major_purchase,2.34,8.30%,0,B
 36 months,568045,6500,MORTGAGE,10,45000,Fully Paid,debt_consolidation,18.11,28.70%,0,B
 60 months,567638,14000,MORTGAGE,10,58000,Fully Paid,small_business,10.43,17.50%,0,A
 36 months,569128,3600,MORTGAGE,10,1.00E+05,Fully Paid,major_purchase,17.54,93.50%,0,B
 36 months,535482,4000,RENT,1,30000,Fully Paid,debt_consolidation,2.56,71.20%,0,B
 60 months,568708,6200,MORTGAGE,10,26000,Charged Off,debt_consolidation,13.06,14.20%,14.97757773,B
 36 months,569097,12000,RENT,1,38000,Fully Paid,debt_consolidation,14.53,28%,0,A
 36 months,569095,2150,RENT,1,24000,Fully Paid,credit_card,12.7,23.50%,0,B
 36 months,569090,15000,MORTGAGE,10,71500,Fully Paid,small_business,16.13,75%,0,A
 36 months,569054,20000,RENT,2,93400,Fully Paid,wedding,5.34,35.40%,0,B
 60 months,561360,15000,RENT,1,88000,Fully Paid,debt_consolidation,9.4,21.40%,0,B
 36 months,569002,4000,RENT,1,23920,Fully Paid,debt_consolidation,22.32,88.50%,0,B
 36 months,567584,1500,RENT,2,15600,Fully Paid,debt_consolidation,5.08,56.80%,0,A
 60 months,568979,2000,RENT,5,20632.59,Fully Paid,moving,1.69,15.90%,0,B
 36 months,558643,12000,MORTGAGE,2,130000,Fully Paid,debt_consolidation,10.31,34.10%,0,A
 60 months,568940,24250,MORTGAGE,10,75000,Fully Paid,debt_consolidation,13.6,59.90%,28.15999979,B
 36 months,568950,5000,MORTGAGE,5,95000,Fully Paid,major_purchase,12.91,1.30%,0,A
 36 months,568928,6500,MORTGAGE,3,44400,Fully Paid,small_business,2.24,24%,0,A
 36 months,568915,3000,RENT,10,43000,Charged Off,vacation,18.39,89.90%,0,A
 36 months,568341,5000,RENT,6,15600,Fully Paid,debt_consolidation,10.31,55.70%,0,A
 36 months,568912,5000,MORTGAGE,1,97000,Fully Paid,home_improvement,2.3,4.60%,0,A
 60 months,568889,9600,OWN,1,48000,Fully Paid,medical,13.3,13.90%,0,A
 36 months,568894,4800,RENT,5,62000,Fully Paid,other,9.15,99.60%,0,B
 36 months,556249,17000,RENT,1,55000,Fully Paid,debt_consolidation,12.02,18%,0,A
 36 months,568072,11000,RENT,2,48000,Fully Paid,credit_card,15.2,42.50%,0,A
 36 months,566619,8400,RENT,2,50000,Fully Paid,debt_consolidation,11.54,95.20%,15.00000006,B
 36 months,568768,6300,RENT,1,30000,Fully Paid,debt_consolidation,8.16,58.90%,0,B
 36 months,568773,5000,MORTGAGE,5,75000,Fully Paid,debt_consolidation,5.5,27.10%,0,A
 60 months,568738,10000,RENT,5,62000,Charged Off,debt_consolidation,18.73,25.20%,0,B
 60 months,568700,15000,MORTGAGE,10,125000,Fully Paid,debt_consolidation,15.35,80.90%,0,B
 60 months,561547,6000,RENT,10,780000,Fully Paid,house,0.52,11.10%,0,A
 36 months,568668,10000,RENT,1,70000,Fully Paid,debt_consolidation,11.35,85.50%,0,B
 36 months,568659,1600,RENT,1,38400,Charged Off,wedding,8.28,0%,0,B
 36 months,567165,5000,MORTGAGE,n/a,30000,Fully Paid,car,2.32,7.90%,0,A
 36 months,568531,7000,RENT,2,66000,Fully Paid,debt_consolidation,3.65,36.90%,0,A
 60 months,568623,20000,RENT,3,41356.8,Fully Paid,debt_consolidation,16.97,91.80%,0,B
 60 months,568605,4200,OWN,6,32004,Fully Paid,home_improvement,16.35,51.60%,0,B
 36 months,556021,10875,RENT,1,124800,Fully Paid,debt_consolidation,1.7,9%,0,A
 36 months,568568,5000,RENT,4,36000,Charged Off,car,7.43,61.10%,0,B
 36 months,568534,9500,RENT,3,60000,Fully Paid,debt_consolidation,12.92,36.50%,0,A
 60 months,568525,7000,RENT,2,107000,Charged Off,house,6.09,93%,0,B
 36 months,568507,3500,MORTGAGE,3,70000,Fully Paid,debt_consolidation,18,86%,0,B
 60 months,567833,8000,OWN,5,90000,Fully Paid,home_improvement,4.33,87.20%,0,B
 60 months,568471,6000,MORTGAGE,10,56550,Fully Paid,other,19.61,82%,0,A
 36 months,568472,6250,MORTGAGE,7,43000,Charged Off,small_business,12.89,0.20%,0,A
 60 months,568459,24000,MORTGAGE,10,74454,Fully Paid,debt_consolidation,19.95,77.20%,0,B
 36 months,568448,25000,MORTGAGE,3,135000,Fully Paid,debt_consolidation,14.85,54.60%,0,A
 60 months,568431,16000,RENT,5,77000,Fully Paid,debt_consolidation,18.48,77.10%,0,B
 60 months,568400,21000,RENT,10,105000,Fully Paid,debt_consolidation,8.1,75.40%,0,B
 36 months,568382,15000,RENT,5,59534,Fully Paid,debt_consolidation,14.65,33%,0,B
 60 months,568367,4000,MORTGAGE,10,55560,Fully Paid,home_improvement,8.19,45.10%,0,B
 36 months,568352,12000,MORTGAGE,3,75000,Fully Paid,debt_consolidation,8.8,17.30%,0,A
 36 months,568339,5000,OWN,3,29004,Fully Paid,major_purchase,7.94,32.80%,0,A
 36 months,568333,16000,OWN,10,70000,Fully Paid,debt_consolidation,15.48,36.50%,0,B
 60 months,568322,7800,RENT,5,47400,Charged Off,debt_consolidation,22.41,40.20%,0,B
 36 months,568319,5000,RENT,1,47000,Fully Paid,debt_consolidation,14.78,21.30%,0,A
 36 months,568299,3000,RENT,2,37090,Fully Paid,other,14.59,77.20%,0,A
 36 months,568273,4800,RENT,1,27000,Fully Paid,debt_consolidation,14.89,46.50%,0,A
 60 months,568181,4800,RENT,3,33900,Fully Paid,debt_consolidation,21,44%,0,A
 36 months,568246,6000,MORTGAGE,1,30000,Fully Paid,debt_consolidation,14.08,64.70%,0,B
 36 months,568251,12000,RENT,2,110000,Fully Paid,debt_consolidation,7.04,51%,0,A
 36 months,566174,24250,MORTGAGE,2,150000,Fully Paid,debt_consolidation,6.18,58.60%,0,A
 60 months,568194,24000,RENT,7,57996,Fully Paid,debt_consolidation,21.93,76%,0,B
 36 months,567604,3600,RENT,1,55200,Fully Paid,debt_consolidation,19.93,80%,0,B
 36 months,564302,10000,RENT,3,30000,Fully Paid,small_business,1.8,77.20%,0,B
 36 months,561605,5000,RENT,2,57692.16,Fully Paid,major_purchase,1.44,50.40%,0,B
 60 months,568148,16000,MORTGAGE,5,90000,Charged Off,debt_consolidation,11.71,64.90%,0,B
 36 months,564560,10000,RENT,5,1.00E+05,Fully Paid,debt_consolidation,11.3,9.30%,0,A
 60 months,568138,15000,RENT,10,61000,Fully Paid,debt_consolidation,11.21,44.70%,0,A
 36 months,568114,20000,RENT,1,1.00E+05,Fully Paid,debt_consolidation,6.6,79.50%,0,B
 36 months,567652,5000,RENT,1,80000,Fully Paid,other,14.25,62.10%,15,B
 36 months,557972,9250,RENT,1,28800,Fully Paid,car,14.04,43.70%,0,B
